name,price,locality,region,postal_code,address,latitude,longitude,description,bedrooms,bathrooms,floor_size_sq_ft,uniq_id,scraped_at
"1944 Eagle Mountain Rd, San Bernardino, CA 92410",262951.0,San Bernardino,CA,92410,1944 Eagle Mountain Rd,34.097409,-117.330955,"This Single Family Residence is located at 1944 Eagle Mountain Rd, San Bernardino, Ca. The estimated value of this home is currently priced at 262,951, approximately $228.26 per square foot. This property was originally built in 1984. 1944 Eagle Mountain Rd is within the school district Rialto Unified School District with nearby schools including Kelley Elementary School, Frisbie Middle School, and Rialto High School.",3,2,1152.0,71d8aad2-7036-53fd-ac68-64f33c187834,01/07/2022 18:14:01
"84550 Calle Leon, Coachella, CA 92236",254100.0,Coachella,CA,92236,84550 Calle Leon,33.689001,-116.18926,"This Single Family Residence is located at 84550 Calle Leon, Coachella, Ca. The estimated value of this home is currently priced at 254,100, approximately $255.12 per square foot. This property was originally built in 1983. 84550 Calle Leon is within the school district Coachella Valley Unified School District with nearby schools including Cesar Chavez Elementary School, Bobby Duke Middle School, and Coachella Valley High School.",3,2,996.0,e1ab28f7-520a-5f48-ac72-c3c0bca9daad,01/07/2022 18:14:01
"3428 N Riverside Ave, Rialto, CA 92377",525280.0,Rialto,CA,92377,3428 N Riverside Ave,34.158373,-117.404212,"This Single Family Residence is located at 3428 N Riverside Ave, Rialto, Ca. The estimated value of this home is currently priced at 525,280, approximately $360.77 per square foot. This property was originally built in 1949. 3428 N Riverside Ave is within the school district Rialto Unified School District with nearby schools including Fitzgerald Elementary School, Kucera Middle School, and Carter High School.",5,3,1456.0,baa25320-b48f-56cc-a523-385b59366b43,01/07/2022 18:14:03
"1414 Cardinal St, Los Banos, CA 93635",355212.0,Los Banos,CA,93635,1414 Cardinal St,37.080859,-120.831713,"This Single Family Residence is located at 1414 Cardinal St, Los Banos, Ca. The estimated value of this home is currently priced at 355,212, approximately $298.00 per square foot. This property was originally built in 1976. 1414 Cardinal St is within the school district Los Banos Unified School District with nearby schools including Volta Elementary School, Los Banos Junior High School, and Pacheco High School.",3,2,1192.0,73ecf36f-8232-5bb7-b71b-ceae8192e23d,01/07/2022 18:14:03
"1324 Carlton Ave, Stockton, CA 95203",,Stockton,CA,95203,1324 Carlton Ave,37.960554,-121.325633,"This Duplex is located at 1324 Carlton Ave, Stockton, Ca. This property was originally built in 1935. 1324 Carlton Ave is within the school district Stockton Unified School District with nearby schools including Victory Elementary School, Victory Elementary School, and Stagg High School.",4,3,2234.0,7be2c740-2832-565c-b3db-40005830cef4,01/07/2022 18:14:03
"572 El Reno Dr, Chico, CA 95973",431640.0,Chico,CA,95973,572 El Reno Dr,39.762789,-121.852439,"This Single Family Residence is located at 572 El Reno Dr, Chico, Ca. The estimated value of this home is currently priced at 431,640, approximately $274.06 per square foot. This property was originally built in 1956. 572 El Reno Dr is within the school district Chico Unified School District with nearby schools including John A. McManus Elementary School, Bidwell Junior High School, and Pleasant Valley High School.",3,2,1575.0,8f22eb17-d172-5823-9ad7-fbe85d48d80f,01/07/2022 18:14:03
"607 Vanessa Dr, San Mateo, CA 94402",1758564.0,San Mateo,CA,94402,607 Vanessa Dr,37.556892,-122.307588,"This Single Family Residence is located at 607 Vanessa Dr, San Mateo, Ca. The estimated value of this home is currently priced at 1,758,564, approximately $1,256.12 per square foot. This property was originally built in 1955. 607 Vanessa Dr is within the school district San Mateo Union High School District with nearby schools including Sunnybrae Elementary School, Borel Middle School, and Aragon High School.",3,2,1400.0,6f78b515-795e-5dd5-91a4-4991557fe742,01/07/2022 18:14:03
"17025 Hartsook St, Encino, CA 91316",2112078.0,Encino,CA,91316,17025 Hartsook St,34.16432,-118.504234,"This Single Family Residence is located at 17025 Hartsook St, Encino, Ca. The estimated value of this home is currently priced at 2,112,078, approximately $422.84 per square foot. This property was originally built in 1986. 17025 Hartsook St is within the school district Los Angeles Unified School District with nearby schools including Encino Charter Elementary School, Gaspar De Portola Middle School, and Birmingham Community Charter High School.",5,6,4995.0,afb9f88d-183e-5336-9164-33cf7fdcc6e4,01/07/2022 18:14:03
"1723 Gateforth Ct, Roseville, CA 95747",647264.0,Roseville,CA,95747,1723 Gateforth Ct,38.756634,-121.323352,"This Single Family Residence is located at 1723 Gateforth Ct, Roseville, Ca. The estimated value of this home is currently priced at 647,264, approximately $384.82 per square foot. This property was originally built in 1991. 1723 Gateforth Ct is within the school district Roseville Joint Union High School District with nearby schools including Heritage Oak Elementary School, Silverado Middle School, and Woodcreek High School.",3,2,1682.0,2e6aaaed-1aca-53fb-b040-3dd872802d13,01/07/2022 18:14:03
"12516 Whitley St, Whittier, CA 90601",959088.0,Whittier,CA,90601,12516 Whitley St,33.99244,-118.042651,"This Single Family Residence is located at 12516 Whitley St, Whittier, Ca. The estimated value of this home is currently priced at 959,088, approximately $496.94 per square foot. This property was originally built in 1985. 12516 Whitley St is within the school district Whittier Union High School District with nearby schools including Longfellow Elementary School, Walter F. Dexter Middle School, and Whittier High School.",3,2,1930.0,110797e5-1521-5cb0-bc7b-c2ebb4ecc1eb,01/07/2022 18:14:03
"255 S Rengstorff Ave 178, Mountain View, CA 94040",644270.0,Mountain View,CA,94040,255 S Rengstorff Ave 178,37.399988,-122.099007,"This Condominium is located at 255 S Rengstorff Ave 178, Mountain View, Ca. The estimated value of this home is currently priced at 644,270, approximately $881.35 per square foot. This property was originally built in 1965. 255 S Rengstorff Ave 178 is within the school district Mountain View-Los Altos Union High with nearby schools including Mariano Castro Elementary School, Graham Middle School, and Los Altos High School.",1,1,731.0,5ec72f04-9b24-5c5c-ae0b-cd8df2c535ff,01/07/2022 18:14:04
"296 5th St, Petaluma, CA 94952",,Petaluma,CA,94952,296 5th St,38.230136,-122.6367,"This Duplex is located at 296 5Th St, Petaluma, Ca. This property was originally built in 1905. 296 5Th St is within the school district Petaluma Joint Union High School District with nearby schools including McNear Elementary School, McNear Elementary School, and Petaluma High School.",2,1,854.0,53f0551d-2dbf-52e9-ac6b-3693f9f233f7,01/07/2022 18:14:05
"4138 Fulton Ave, Sherman Oaks, CA 91423",3286605.0,Sherman Oaks,CA,91423,4138 Fulton Ave,34.144789,-118.4222,"This Single Family Residence is located at 4138 Fulton Ave, Sherman Oaks, Ca. The estimated value of this home is currently priced at 3,286,605, approximately $1,219.52 per square foot. This property was originally built in 1939. 4138 Fulton Ave is within the school district Los Angeles Unified School District with nearby schools including Dixie Canyon Community Charter, Robert A Millikan Middle School Affiliated Charter And Performing Arts Magnet, and Ulysses S Grant Senior High School.",4,3,2695.0,edd28d8a-f8b2-5906-94d8-5ecc6c495bdf,01/07/2022 18:14:05
"353 E Surfside Dr, Port Hueneme, CA 93041",405637.0,Port Hueneme,CA,93041,353 E Surfside Dr,34.143804,-119.195991,"This Condominium is located at 353 E Surfside Dr, Port Hueneme, Ca. The estimated value of this home is currently priced at 405,637, approximately $419.05 per square foot. This property was originally built in 1973. 353 E Surfside Dr is within the school district Oxnard Union High School District with nearby schools including Hueneme Elementary School, Hueneme Elementary School, and Hueneme High School.",3,2,968.0,0dab1d5b-be5a-5d69-b0dc-fdd02555bd4e,01/07/2022 18:14:05
"22136 Viscanio Rd, Woodland Hills, CA 91364",1574868.0,Woodland Hills,CA,91364,22136 Viscanio Rd,34.155831,-118.609112,"This Single Family Residence is located at 22136 Viscanio Rd, Woodland Hills, Ca. The estimated value of this home is currently priced at 1,574,868, approximately $539.89 per square foot. This property was originally built in 2006. 22136 Viscanio Rd is within the school district Los Angeles Unified School District with nearby schools including Woodland Hills Charter Elementary For Enriched Studies, Woodland Hills Academy, and William Howard Taft Charter High School.",3,3,2917.0,e280e6cb-8f40-5284-a373-e68f3294ba59,01/07/2022 18:14:05
"3283 Desertwood Ln, San Jose, CA 95132",2880894.0,San Jose,CA,95132,3283 Desertwood Ln,37.414893,-121.865466,"This Single Family Residence is located at 3283 Desertwood Ln, San Jose, Ca. The estimated value of this home is currently priced at 2,880,894, approximately $1,834.96 per square foot. This property was originally built in 1967. 3283 Desertwood Ln is within the school district East Side Union High School District with nearby schools including Laneview Elementary School, Morrill Middle School, and Independence High School.",3,2,1570.0,31b4dc77-f1f1-5194-8c1d-7f0107093e0d,01/07/2022 18:14:05
"2516 E Adams Ave, Orange, CA 92867",980424.0,Orange,CA,92867,2516 E Adams Ave,33.80642,-117.82659,"This Single Family Residence is located at 2516 E Adams Ave, Orange, Ca. The estimated value of this home is currently priced at 980,424, approximately $481.07 per square foot. This property was originally built in 1960. 2516 E Adams Ave is within the school district Orange Unified School District with nearby schools including Villa Park Elementary School, Villa Park Elementary School, and Villa Park High School.",4,2,2038.0,912fdb48-5046-501d-824c-ca0aa2ec8d08,01/07/2022 18:14:05
"590 Mt Dell Dr, Clayton, CA 94517",847260.0,Clayton,CA,94517,590 Mt Dell Dr,37.92949,-121.937581,"This Single Family Residence is located at 590 Mt Dell Dr, Clayton, Ca. The estimated value of this home is currently priced at 847,260, approximately $439.91 per square foot. This property was originally built in 1975. 590 Mt Dell Dr is within the school district Mt. Diablo Unified School District with nearby schools including Mt. Diablo Elementary School, Diablo View Middle School, and Clayton Valley Charter High School.",4,2,1926.0,754680ea-82ff-53ba-9e3d-2ea09f53bc64,01/07/2022 18:14:05
"525 W Roberts Ave, Fresno, CA 93704",418608.0,Fresno,CA,93704,525 W Roberts Ave,36.819903,-119.802152,"This Single Family Residence is located at 525 W Roberts Ave, Fresno, Ca. The estimated value of this home is currently priced at 418,608, approximately $223.62 per square foot. 525 W Roberts Ave is within the school district Fresno Unified School District with nearby schools including Kratt Elementary School, Tenaya Middle School, and Bullard High School.",3,2,1872.0,2a76b9dc-fe8a-56cd-8782-2cab84521614,01/07/2022 18:14:05
"7413 San Emidio Ct, Lamont, CA 93241",203852.0,Lamont,CA,93241,7413 San Emidio Ct,35.257389,-118.921218,"This Single Family Residence is located at 7413 San Emidio Ct, Lamont, Ca. The estimated value of this home is currently priced at 203,852, approximately $232.18 per square foot. This property was originally built in 1991. 7413 San Emidio Ct is within the school district Kern High School District with nearby schools including Alicante Avenue Elementary School, Mountain View Middle School, and Arvin High School.",2,1,878.0,9731cba3-8033-51b0-9c75-08907590da2b,01/07/2022 18:14:05
"21 Olema Rd, Fairfax, CA 94930",1463728.0,Fairfax,CA,94930,21 Olema Rd,37.991193,-122.593775,"This Single Family Residence is located at 21 Olema Rd, Fairfax, Ca. The estimated value of this home is currently priced at 1,463,728, approximately $810.48 per square foot. This property was originally built in 1959. 21 Olema Rd is within the school district Tamalpais Union High School District with nearby schools including Manor Elementary School, White Hill Middle School, and Sir Francis Drake High School.",2,2,1806.0,60d2765c-b67c-5f3d-9390-dd36ca5f55ab,01/07/2022 18:14:05
"26990 Chambers Ave, Menifee, CA 92586",396220.0,Menifee,CA,92586,26990 Chambers Ave,33.722081,-117.189818,"This Single Family Residence is located at 26990 Chambers Ave, Menifee, Ca. The estimated value of this home is currently priced at 396,220, approximately $222.97 per square foot. This property was originally built in 1978. 26990 Chambers Ave is within the school district Perris Union High School District with nearby schools including Ridgemoor Elementary School, Hans Christensen Middle School, and Paloma Valley High School.",3,2,1777.0,a4e88afc-07e2-5e44-b78b-865a019777c0,01/07/2022 18:14:07
"73928 White Sands Dr, 29 Palms, CA 92277",260072.0,29 Palms,CA,92277,73928 White Sands Dr,34.155754,-116.049729,"This Single Family Residence is located at 73928 White Sands Dr, 29 Palms, Ca. The estimated value of this home is currently priced at 260,072, approximately $161.74 per square foot. This property was originally built in 1976. 73928 White Sands Dr is within the school district Morongo Unified School District with nearby schools including Twentynine Palms Elementary School, Twentynine Palms Junior High School, and Twentynine Palms High School.",4,2,1608.0,471177c9-a2be-5b38-8d51-9769966ce9af,01/07/2022 18:14:07
"1601 S Pacific St A4, Oceanside, CA 92054",1176782.0,Oceanside,CA,92054,1601 S Pacific St A4,33.176109,-117.368348,"This Condominium is located at 1601 S Pacific St A4, Oceanside, Ca. The estimated value of this home is currently priced at 1,176,782, approximately $643.75 per square foot. 1601 S Pacific St A4 is within the school district Oceanside Unified School District with nearby schools including South Oceanside Elementary School, Lincoln Middle School, and Oceanside High School.",3,2,1828.0,6390e83c-b821-5194-ab50-1ae4bcc060f4,01/07/2022 18:14:07
"910 E Kingsley Ave, Pomona, CA 91767",693142.0,Pomona,CA,91767,910 E Kingsley Ave,34.066285,-117.733067,"This Single Family Residence is located at 910 E Kingsley Ave, Pomona, Ca. The estimated value of this home is currently priced at 693,142, approximately $444.32 per square foot. This property was originally built in 1947. 910 E Kingsley Ave is within the school district Pomona Unified School District with nearby schools including San Antonio Elementary School, Emerson Middle School, and Pomona High School.",3,2,1560.0,e2e1d1a7-5d01-503b-9e03-df4c06839705,01/07/2022 18:14:07
"516 N N Pl, Tulare, CA 93274",325563.0,Tulare,CA,93274,516 N N Pl,36.21502,-119.343491,"This Single Family Residence is located at 516 N N Pl, Tulare, Ca. The estimated value of this home is currently priced at 325,563, approximately $152.70 per square foot. This property was originally built in 1951. 516 N N Pl is within the school district Tulare Joint Union High School District with nearby schools including Garden Elementary School, Cherry Avenue Middle School, and Tulare Western High School.",3,0,2132.0,61770985-1796-5e00-9ab7-f3ccb2fc6de1,01/07/2022 18:14:07
"1440 Division St, Nipomo, CA 93444",760722.0,Nipomo,CA,93444,1440 Division St,35.013432,-120.493657,"This Single Family Residence is located at 1440 Division St, Nipomo, Ca. The estimated value of this home is currently priced at 760,722, approximately $421.22 per square foot. This property was originally built in 1981. 1440 Division St is within the school district Lucia Mar Unified School District with nearby schools including Lange Elementary School, Lange Elementary School, and Nipomo High School.",3,3,1806.0,d2ded01f-2f72-5fa2-b80f-a7b03e050d0f,01/07/2022 18:14:07
"2144 Rexford Dr, San Diego, CA 92105",624024.0,San Diego,CA,92105,2144 Rexford Dr,32.728601,-117.108354,"This Single Family Residence is located at 2144 Rexford Dr, San Diego, Ca. The estimated value of this home is currently priced at 624,024, approximately $520.89 per square foot. 2144 Rexford Dr is within the school district San Diego Unified School District with nearby schools including Rowan Elementary School, Clark Middle School, and Hoover High School.",2,1,1198.0,341f3511-2b56-5982-a24d-e7847fc6551a,01/07/2022 18:14:07
"2383 Via Ln Mesa, Chino Hills, CA 91709",1250748.0,Chino Hills,CA,91709,2383 Via Ln Mesa,33.977776,-117.752126,"This Single Family Residence is located at 2383 Via Ln Mesa, Chino Hills, Ca. The estimated value of this home is currently priced at 1,250,748, approximately $485.73 per square foot. This property was originally built in 1993. 2383 Via Ln Mesa is within the school district Chino Valley Unified School District with nearby schools including Hidden Trails Elementary School, Hidden Trails Elementary School, and Ruben S. Ayala High School.",4,3,2575.0,2e3ca7b2-bdd9-5af6-8af3-e3025f501e69,01/07/2022 18:14:07
"12324 Cantura St, Studio City, CA 91604",1690254.0,Studio City,CA,91604,12324 Cantura St,34.141829,-118.401593,"This Single Family Residence is located at 12324 Cantura St, Studio City, Ca. The estimated value of this home is currently priced at 1,690,254, approximately $987.30 per square foot. This property was originally built in 1926. 12324 Cantura St is within the school district Los Angeles Unified School District with nearby schools including Carpenter Community Charter School, Walter Reed Middle School, and North Hollywood Senior High School.",3,2,1712.0,a10673b6-049d-5ccb-8cdb-33e467476270,01/07/2022 18:14:07
"406 Pleasant St, Roseville, CA 95678",,Roseville,CA,95678,406 Pleasant St,38.754176,-121.290904,"This Duplex is located at 406 Pleasant St, Roseville, Ca. This property was originally built in 1932. 406 Pleasant St is within the school district Roseville Joint Union High School District with nearby schools including Bradford Woodbridge Fundamental Elementary School, Robert C. Cooley Middle School, and Roseville High School.",4,4,2076.0,42b26dce-587c-5358-ac82-93bacba68c5d,01/07/2022 18:14:08
"462 Oriente St, Daly City, CA 94014",666102.0,Daly City,CA,94014,462 Oriente St,37.700389,-122.417141,"This Single Family Residence is located at 462 Oriente St, Daly City, Ca. The estimated value of this home is currently priced at 666,102, approximately $802.53 per square foot. This property was originally built in 1947. 462 Oriente St is within the school district Jefferson Union High School District with nearby schools including Garnet J. Robertson Intermediate School, Garnet J. Robertson Intermediate School, and Jefferson High School.",2,1,830.0,63ee945d-4ff5-5343-a2d6-be40e60335a7,01/07/2022 18:14:08
"1143 Coventry Ave, Clovis, CA 93611",618125.0,Clovis,CA,93611,1143 Coventry Ave,36.816652,-119.659652,"This Single Family Residence is located at 1143 Coventry Ave, Clovis, Ca. The estimated value of this home is currently priced at 618,125, approximately $230.04 per square foot. 1143 Coventry Ave is within the school district Clovis Unified School District with nearby schools including Red Bank Elementary School, Red Bank Elementary School, and Clovis High School.",5,3,2687.0,d0d12224-c0da-5091-9082-33fe2af4f145,01/07/2022 18:14:09
"4383 Mount Helix Highlands Dr, La Mesa, CA 91941",1123136.0,La Mesa,CA,91941,4383 Mount Helix Highlands Dr,32.762125,-116.991291,"This Single Family Residence is located at 4383 Mount Helix Highlands Dr, La Mesa, Ca. The estimated value of this home is currently priced at 1,123,136, approximately $459.17 per square foot. 4383 Mount Helix Highlands Dr is within the school district Grossmont Union High School District with nearby schools including Glen E Murdock Elementary School, Spring Valley Middle School, and Monte Vista High School.",4,2,2446.0,11511ab8-71ce-5f82-b5c3-2dbcbf287a67,01/07/2022 18:14:09
"320 E Olive St, Corona, CA 92879",663410.0,Corona,CA,92879,320 E Olive St,33.867263,-117.564432,"This Single Family Residence is located at 320 E Olive St, Corona, Ca. The estimated value of this home is currently priced at 663,410, approximately $323.14 per square foot. This property was originally built in 1976. 320 E Olive St is within the school district Corona-Norco Unified School District with nearby schools including Garretson Elementary School, Garretson Elementary School, and Centennial High School.",3,2,2053.0,8303fb44-d81d-5a43-a5ef-4d71c0151e6a,01/07/2022 18:14:09
"564 Lochridge Dr, San Jose, CA 95133",1130360.0,San Jose,CA,95133,564 Lochridge Dr,37.362233,-121.864565,"This Single Family Residence is located at 564 Lochridge Dr, San Jose, Ca. The estimated value of this home is currently priced at 1,130,360, approximately $1,255.96 per square foot. This property was originally built in 1955. 564 Lochridge Dr is within the school district East Side Union High School District with nearby schools including Ben Painter Elementary School, William L. Sheppard Middle School, and Independence High School.",3,1,900.0,f2a3fa55-a6cf-5fa1-99ae-db48f15bcaf0,01/07/2022 18:14:09
"850 Melrose Ct, Sonoma, CA 95476",961560.0,Sonoma,CA,95476,850 Melrose Ct,38.301594,-122.473879,"This Single Family Residence is located at 850 Melrose Ct, Sonoma, Ca. The estimated value of this home is currently priced at 961,560, approximately $679.55 per square foot. This property was originally built in 1985. 850 Melrose Ct is within the school district Sonoma Valley Unified School District with nearby schools including Sassarini Elementary School, Altimira Middle School, and Sonoma Valley High School.",3,2,1415.0,15c18a69-767d-5068-bb9c-0798317e545f,01/07/2022 18:14:09
"1726 Elmhurst St, Chula Vista, CA 91913",783664.0,Chula Vista,CA,91913,1726 Elmhurst St,32.645196,-116.989709,"This Single Family Residence is located at 1726 Elmhurst St, Chula Vista, Ca. The estimated value of this home is currently priced at 783,664, approximately $494.74 per square foot. 1726 Elmhurst St is within the school district Sweetwater Union High School District with nearby schools including Tiffany, Burton C Elementary School, Tiffany, Burton C Elementary School, and Bonita Vista High School.",4,2,1584.0,f159c34d-757b-5c0d-93b3-b37c2e51d985,01/07/2022 18:14:09
"23290 Avenue 194, Strathmore, CA 93267",171690.0,Strathmore,CA,93267,23290 Avenue 194,36.142145,-119.051775,"This Single Family Residence is located at 23290 Avenue 194, Strathmore, Ca. The estimated value of this home is currently priced at 171,690, approximately $204.39 per square foot. This property was originally built in 1946. 23290 Avenue 194 is within the school district Porterville Unified School District with nearby schools including Strathmore Union Elementary School, Strathmore Middle School, and Strathmore High School.",2,1,840.0,7fb514d0-ba77-5599-a2c8-1d39b20911df,01/07/2022 18:14:09
"115 Lechuza Ln, Spring Valley, CA 91977",790875.0,Spring Valley,CA,91977,115 Lechuza Ln,32.69582,-117.017531,"This Single Family Residence is located at 115 Lechuza Ln, Spring Valley, Ca. The estimated value of this home is currently priced at 790,875, approximately $406.41 per square foot. 115 Lechuza Ln is within the school district Grossmont Union High School District with nearby schools including Rancho Elementary School, La Presa Middle School, and Mount Miguel High School.",4,2,1946.0,58d9b2dc-5b4a-56e2-b6b4-b660d4ccef7b,01/07/2022 18:14:10
"3541 Sweetgum St, Santa Rosa, CA 95403",737610.0,Santa Rosa,CA,95403,3541 Sweetgum St,38.475251,-122.743472,"This Single Family Residence is located at 3541 Sweetgum St, Santa Rosa, Ca. The estimated value of this home is currently priced at 737,610, approximately $475.57 per square foot. This property was originally built in 1988. 3541 Sweetgum St is within the school district Santa Rosa High School District with nearby schools including Schaefer Charter School, Hilliard Comstock Middle School, and Piner High School.",3,2,1551.0,98d6aa05-1359-53fd-b5ad-1cf5a442801d,01/07/2022 18:14:10
"431 E Valerio St, Santa Barbara, CA 93101",3517472.0,Santa Barbara,CA,93101,431 E Valerio St,34.433294,-119.705784,"This Single Family Residence is located at 431 E Valerio St, Santa Barbara, Ca. The estimated value of this home is currently priced at 3,517,472, approximately $1,212.92 per square foot. This property was originally built in 1910. 431 E Valerio St is within the school district Santa Barbara Unified School District with nearby schools including Roosevelt Elementary School, Roosevelt Elementary School, and Santa Barbara High School.",4,3,2900.0,0690d623-1390-5ae8-8aa7-f058d99125cb,01/07/2022 18:14:11
"3622 S Monitor Cir, Stockton, CA 95219",411998.0,Stockton,CA,95219,3622 S Monitor Cir,38.000716,-121.359818,"This Single Family Residence is located at 3622 S Monitor Cir, Stockton, Ca. The estimated value of this home is currently priced at 411,998, approximately $295.13 per square foot. This property was originally built in 1972. 3622 S Monitor Cir is within the school district Lincoln Unified School District with nearby schools including Mable Barron School, Sierra Middle School, and Lincoln High School.",2,2,1396.0,f9fe83ad-7c07-51f0-a283-6305aa238209,01/07/2022 18:14:11
"11810 Villa Hermosa, Moreno Valley, CA 92557",535214.0,Moreno Valley,CA,92557,11810 Villa Hermosa,33.951666,-117.222446,"This Single Family Residence is located at 11810 Villa Hermosa, Moreno Valley, Ca. The estimated value of this home is currently priced at 535,214, approximately $258.68 per square foot. This property was originally built in 1987. 11810 Villa Hermosa is within the school district Moreno Valley Unified School District with nearby schools including Cloverdale Elementary School, Palm Middle School, and Valley View High School.",4,3,2069.0,1379d49f-1194-5886-a83e-bc003567a9d1,01/07/2022 18:14:11
"42 Nightingale Ct, Oakley, CA 94561",480581.0,Oakley,CA,94561,42 Nightingale Ct,37.984456,-121.688403,"This Single Family Residence is located at 42 Nightingale Ct, Oakley, Ca. The estimated value of this home is currently priced at 480,581, approximately $421.19 per square foot. This property was originally built in 1989. 42 Nightingale Ct is within the school district Liberty Union High School District with nearby schools including Gehringer Elementary School, Delta Vista Middle School, and Freedom High School.",3,2,1141.0,cccc8ef2-57f9-5f1d-9a13-6a0be5169679,01/07/2022 18:14:11
"5410 Sara Dr, Torrance, CA 90503",1513080.0,Torrance,CA,90503,5410 Sara Dr,33.846361,-118.371438,"This Single Family Residence is located at 5410 Sara Dr, Torrance, Ca. The estimated value of this home is currently priced at 1,513,080, approximately $818.77 per square foot. This property was originally built in 1959. 5410 Sara Dr is within the school district Torrance Unified School District with nearby schools including Victor Elementary School, Bert M. Lynn Middle School, and West High School.",4,2,1848.0,40d56ebf-42f1-55fa-93f6-4975ff535520,01/07/2022 18:14:11
"22047 Buena Ventura St, Woodland Hills, CA 91364",1100435.0,Woodland Hills,CA,91364,22047 Buena Ventura St,34.155489,-118.607455,"This Single Family Residence is located at 22047 Buena Ventura St, Woodland Hills, Ca. The estimated value of this home is currently priced at 1,100,435, approximately $900.52 per square foot. This property was originally built in 1951. 22047 Buena Ventura St is within the school district Los Angeles Unified School District with nearby schools including Woodland Hills Charter Elementary For Enriched Studies, Woodland Hills Academy, and William Howard Taft Charter High School.",3,2,1222.0,9af3f4e8-32aa-5142-8fee-a75b1babd6f7,01/07/2022 18:14:11
"1009 Nana Ave, Big Bear City, CA 92314",500499.0,Big Bear City,CA,92314,1009 Nana Ave,34.268369,-116.852084,"This Single Family Residence is located at 1009 Nana Ave, Big Bear City, Ca. The estimated value of this home is currently priced at 500,499, approximately $287.81 per square foot. This property was originally built in 1964. 1009 Nana Ave is within the school district Bear Valley Unified School District with nearby schools including North Shore Elementary School, North Shore Elementary School, and Big Bear High School.",4,2,1739.0,6fe8283e-b386-5c93-8185-15d5a72eca59,01/07/2022 18:14:11
"341 S Brent St, Ventura, CA 93003",1015630.0,Ventura,CA,93003,341 S Brent St,34.268396,-119.257563,"This Single Family Residence is located at 341 S Brent St, Ventura, Ca. The estimated value of this home is currently priced at 1,015,630, approximately $732.78 per square foot. This property was originally built in 1951. 341 S Brent St is within the school district Ventura Unified School District with nearby schools including Blanche Reynolds Elementary School, Blanche Reynolds Elementary School, and Ventura High School.",3,2,1386.0,45950949-12ac-5f1f-bd71-660fdc313277,01/07/2022 18:14:11
"2422 Dresden Pl, La Jolla, CA 92037",1875216.0,La Jolla,CA,92037,2422 Dresden Pl,32.818772,-117.231638,"This Single Family Residence is located at 2422 Dresden Pl, La Jolla, Ca. The estimated value of this home is currently priced at 1,875,216, approximately $670.68 per square foot. This property was originally built in 1978. 2422 Dresden Pl is within the school district San Diego Unified School District with nearby schools including La Jolla Elementary School, Muirlands Middle School, and La Jolla High School.",4,3,2796.0,33e69402-9711-50bd-a878-39d0c00dc565,01/07/2022 18:14:12
"2430 Douglas St, Union City, CA 94587",1261656.0,Union City,CA,94587,2430 Douglas St,37.598389,-122.055007,"This Single Family Residence is located at 2430 Douglas St, Union City, Ca. The estimated value of this home is currently priced at 1,261,656, approximately $793.00 per square foot. This property was originally built in 1968. 2430 Douglas St is within the school district New Haven Unified School District with nearby schools including Tom Kitayama Elementary School, Itliong-Vera Cruz Middle School, and James Logan High School.",3,2,1591.0,3bc2769f-237f-5911-a54e-95a534722ea1,01/07/2022 18:14:12
"8932 Aylesford Ln, Stockton, CA 95210",283920.0,Stockton,CA,95210,8932 Aylesford Ln,38.031077,-121.281784,"This Single Family Residence is located at 8932 Aylesford Ln, Stockton, Ca. The estimated value of this home is currently priced at 283,920, approximately $347.94 per square foot. This property was originally built in 1980. 8932 Aylesford Ln is within the school district Lodi Unified School District with nearby schools including Westwood Elementary School, Morada Middle School, and Ronald E. McNair High School.",2,1,816.0,a050e829-0005-547a-915f-080fba9e8192,01/07/2022 18:14:12
"135 Bryant St, Palo Alto, CA 94301",2462992.0,Palo Alto,CA,94301,135 Bryant St,37.449346,-122.166752,"This Condominium is located at 135 Bryant St, Palo Alto, Ca. The estimated value of this home is currently priced at 2,462,992, approximately $1,496.35 per square foot. This property was originally built in 1976. 135 Bryant St is within the school district Palo Alto Unified School District with nearby schools including Addison Elementary School, David Starr Jordan Middle School, and Palo Alto High School.",2,2,1646.0,a3ecd34b-01a8-5657-ad96-1cad1cbc5d95,01/07/2022 18:14:12
"170 W 50th St, San Bernardino, CA 92407",494149.0,San Bernardino,CA,92407,170 W 50th St,34.174692,-117.286445,"This Single Family Residence is located at 170 W 50Th St, San Bernardino, Ca. The estimated value of this home is currently priced at 494,149, approximately $354.48 per square foot. This property was originally built in 1958. 170 W 50Th St is within the school district San Bernardino City Unified School District with nearby schools including Hillside University Demonstration School, Hillside University Demonstration School, and Cajon High School.",3,1,1394.0,e06e2f92-ed33-5c83-9065-8209e04908f7,01/07/2022 18:14:13
"1131 E 21st St, Long Beach, CA 90806",663594.0,Long Beach,CA,90806,1131 E 21st St,33.795566,-118.177807,"This Single Family Residence is located at 1131 E 21St St, Long Beach, Ca. The estimated value of this home is currently priced at 663,594, approximately $564.28 per square foot. This property was originally built in 1929. 1131 E 21St St is within the school district Long Beach Unified School District with nearby schools including Signal Hill Elementary School, Nelson Academy, and Polytechnic High School.",2,1,1176.0,5cdf49e5-d921-59c7-8c00-baccbd15f10a,01/07/2022 18:14:13
